Vanderbilt University,Tennessee
Xavier University of Louisiana,Louisiana
Fisk University,Tennessee
Princeton University,New Jersey
Harvard University,Massachusetts
Columbia University,New York
Massachusetts Institute of Technology,Massachusetts
Yale University,Connecticut
Stanford University,California
University of Chicago,Illinois
